Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending)
014-000000029,742,14,Department of State,Time and Materials,Y,26/07/2014,26/07/2014,U
014-000000029,742,14,Department of State,Firm Fixed Price,Y,05/06/2014,05/06/2014,U
014-000000029,742,14,Department of State,,,,21/09/2015,
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,Firm Fixed Price,Y,18/12/2013,18/12/2013,U
014-000000029,742,14,Department of State,Firm Fixed Price,Y,31/05/2013,30/06/2014,U
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,,,,21/08/2016,
014-000000029,742,14,Department of State,,,,,
014-000000029,742,14,Department of State,,,,,
014-000000329,743,14,Department of State,,,,30/05/2015,
014-000000329,743,14,Department of State,,,,29/09/2013,
014-000000329,743,14,Department of State,,,,29/09/2015,
014-000000329,743,14,Department of State,,,,31/07/2016,
014-000000329,743,14,Department of State,,,,,
014-000000019,744,14,Department of State,Firm Fixed Price,N,22/05/2012,30/09/2012,U
014-000000019,744,14,Department of State,Firm Fixed Price,N,22/01/2013,06/04/2014,U
014-000000019,744,14,Department of State,Firm Fixed Price,N,17/04/2014,30/05/2014,U
014-000000019,744,14,Department of State,,,,,
014-000000019,744,14,Department of State,,,,,
202-000001010,750,202,U.S. Army Corps of Engineers,,,,02/04/2016,
202-000001017,761,202,U.S. Army Corps of Engineers,,,,,
202-000001017,761,202,U.S. Army Corps of Engineers,,,,,
202-000001017,761,202,U.S. Army Corps of Engineers,,,,,
202-000001017,761,202,U.S. Army Corps of Engineers,,,,,
202-000001033,765,202,U.S. Army Corps of Engineers,,,,,
202-000001033,765,202,U.S. Army Corps of Engineers,,,,,
202-000001033,765,202,U.S. Army Corps of Engineers,,,,01/03/2013,
202-000001060,768,202,U.S. Army Corps of Engineers,,,,,
202-000001060,768,202,U.S. Army Corps of Engineers,,,,,
006-000320500,770,6,Department of Commerce,,,,,
010-000000287,783,10,Department of the Interior,,,,,
010-000000292,785,10,Department of the Interior,,,,30/09/2012,
010-000000292,785,10,Department of the Interior,,,,31/01/2014,
010-000000294,786,10,Department of the Interior,,,,,
010-000000363,787,10,Department of the Interior,,,,,
010-000000363,787,10,Department of the Interior,,,,,
018-000001140,802,18,Department of Education,,,,25/07/2017,
018-000001140,802,18,Department of Education,,,,,
018-000001140,802,18,Department of Education,,,,20/02/2017,
018-000001140,802,18,Department of Education,,,,11/12/2016,
018-999993200,803,18,Department of Education,,,,,
018-000001040,804,18,Department of Education,,,,26/03/2017,
018-000001040,804,18,Department of Education,,,,,
018-000001060,810,18,Department of Education,,,,,
018-000001060,810,18,Department of Education,,,,,
018-999991341,811,18,Department of Education,,,,,
018-999991341,811,18,Department of Education,,,,,
018-000001020,812,18,Department of Education,,,,,
018-000001020,812,18,Department of Education,,,,,
018-000001020,812,18,Department of Education,,,,,
018-000001020,812,18,Department of Education,,,,21/02/2019,
018-000001000,813,18,Department of Education,,,,31/07/2016,
018-000001000,813,18,Department of Education,,,,24/09/2016,
018-000001024,817,18,Department of Education,,,,,
018-000001024,817,18,Department of Education,,,,,
018-000001031,818,18,Department of Education,,,,22/07/2018,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,29/11/2017,
018-000001031,818,18,Department of Education,,,,02/01/2017,
018-000001031,818,18,Department of Education,,,,22/07/2018,
018-000001031,818,18,Department of Education,,,,28/02/2018,
018-000001031,818,18,Department of Education,,,,02/08/2017,
018-000001031,818,18,Department of Education,,,,26/09/2017,
018-000001010,819,18,Department of Education,,,,14/09/2019,
018-000001010,819,18,Department of Education,,,,,
018-000001018,820,18,Department of Education,,,,,
018-000001018,820,18,Department of Education,,,,,
018-000001070,821,18,Department of Education,,,,,
018-000001070,821,18,Department of Education,,,,,
018-000001070,821,18,Department of Education,,,,20/07/2016,
018-000001090,822,18,Department of Education,,,,,
018-000001090,822,18,Department of Education,,,,,
202-000001012,823,202,U.S. Army Corps of Engineers,,,,,
015-000000061,830,15,Department of the Treasury,Firm Fixed Price,Y,28/03/2012,06/05/2012,U
015-999990063,831,15,Department of the Treasury,Firm Fixed Price,N,01/11/2010,14/03/2012,U
015-999990063,831,15,Department of the Treasury,Firm Fixed Price,Y,01/02/2013,31/01/2020,U
015-999990063,831,15,Department of the Treasury,Firm Fixed Price,Y,02/05/2013,30/03/2014,U
015-999990063,831,15,Department of the Treasury,,,,,
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,N,22/07/2013,01/01/1970,U
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,13/11/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,13/11/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,13/11/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,03/06/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,03/06/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,13/11/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,Order Dependent (IDV only),,17/01/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,N,24/06/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,13/11/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,13/11/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,13/11/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,Firm Fixed Price,Y,13/11/2014,01/01/1970,U
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,,,,,
005-000002317,832,5,Department of Agriculture,,,,,
024-000005670,834,24,Department of Homeland Security,,,,01/08/2016,
024-000005670,834,24,Department of Homeland Security,,,,,
024-000005670,834,24,Department of Homeland Security,,,,,
024-000005670,834,24,Department of Homeland Security,,,,22/04/2016,
024-000005670,834,24,Department of Homeland Security,,,,06/02/2016,
024-000005670,834,24,Department of Homeland Security,,,,26/05/2016,
024-000005670,834,24,Department of Homeland Security,,,,13/09/2019,
024-000005670,834,24,Department of Homeland Security,,,,24/09/2020,
010-000001047,835,10,Department of the Interior,,,,18/06/2020,
010-000001047,835,10,Department of the Interior,,,,18/06/2020,
024-000005395,836,24,Department of Homeland Security,,N,14/07/2014,13/01/2020,N
024-000004054,837,24,Department of Homeland Security,,,,30/09/2019,
024-000004054,837,24,Department of Homeland Security,,,,28/09/2019,
024-000004054,837,24,Department of Homeland Security,,,,28/09/2019,
015-000000062,846,15,Department of the Treasury,Firm Fixed Price,,12/11/2013,03/01/2014,U
018-000003116,849,18,Department of Education,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,,,,
010-000000578,851,10,Department of the Interior,,N,27/05/2015,10/08/2016,N
010-000000578,851,10,Department of the Interior,,,,,
422-000001328,852,422,National Science Foundation,,,,,
422-000001328,852,422,National Science Foundation,,,,,
422-000001328,852,422,National Science Foundation,,,,,
024-000009540,853,24,Department of Homeland Security,,,,27/07/2015,
024-000009540,853,24,Department of Homeland Security,,,,31/03/2024,
024-000009540,853,24,Department of Homeland Security,,,,31/03/2024,
024-000009540,853,24,Department of Homeland Security,,,,,
024-000009540,853,24,Department of Homeland Security,,,,31/03/2024,
024-000009540,853,24,Department of Homeland Security,,,,,
010-000000226,854,10,Department of the Interior,,,,,
010-000000226,854,10,Department of the Interior,,,,,
010-000000226,854,10,Department of the Interior,,,,,
010-000000226,854,10,Department of the Interior,,N,21/12/2015,28/06/2016,N
025-000004580,856,25,Department of Housing and Urban Development,Labor Hours,N,29/03/2013,01/12/2015,N
025-000004580,856,25,Department of Housing and Urban Development,,,,,
025-000004580,856,25,Department of Housing and Urban Development,,,,,
025-000004580,856,25,Department of Housing and Urban Development,,,,,
011-000002501,858,11,Department of Justice,,,,19/08/2011,
011-000002501,858,11,Department of Justice,,,,,
011-000002501,858,11,Department of Justice,,,,,
011-000002501,858,11,Department of Justice,,,,31/03/2015,
011-000002501,858,11,Department of Justice,,,,,
011-000002501,858,11,Department of Justice,,,,,
011-000002501,858,11,Department of Justice,,,,,
011-000002501,858,11,Department of Justice,,,,,
011-000002501,858,11,Department of Justice,,,,,
011-000002501,858,11,Department of Justice,,,,,
018-000002370,873,18,Department of Education,,,,,
018-000003117,884,18,Department of Education,,,,,
028-000008007,888,28,Small Business Administration,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,Labor Hours,N,02/11/2012,02/11/2012,U
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
021-105731835,896,21,Department of Transportation,,,,,
007-000001202,902,7,Department of Defense,Firm Fixed Price,,01/05/2014,01/01/1970,U
007-000001202,902,7,Department of Defense,,,,,
007-000001202,902,7,Department of Defense,,,,,
007-000001202,902,7,Department of Defense,Firm Fixed Price,,01/05/2014,01/01/1970,U
007-000001202,902,7,Department of Defense,Firm Fixed Price,,01/05/2014,01/01/1970,U
007-000001202,902,7,Department of Defense,Firm Fixed Price,,01/05/2014,01/01/1970,U
007-000001202,902,7,Department of Defense,Firm Fixed Price,,01/05/2014,01/01/1970,U
007-000001202,902,7,Department of Defense,,,,,
007-000001555,905,7,Department of Defense,,,,,
007-000001555,905,7,Department of Defense,Firm Fixed Price,,18/10/2013,01/01/1970,U
007-000001555,905,7,Department of Defense,Time and Materials,Y,20/11/2013,01/01/1970,U
007-000001555,905,7,Department of Defense,Firm Fixed Price,,15/08/2013,01/01/1970,U
007-000001152,911,7,Department of Defense,Firm Fixed Price,Y,08/09/2014,01/01/1970,U
007-000001152,911,7,Department of Defense,Firm Fixed Price,Y,08/09/2014,01/01/1970,U
007-000001152,911,7,Department of Defense,Firm Fixed Price,Y,08/09/2014,01/01/1970,U
007-000001152,911,7,Department of Defense,Firm Fixed Price,Y,08/09/2014,01/01/1970,U
007-000001152,911,7,Department of Defense,,,,,
007-000001152,911,7,Department of Defense,Firm Fixed Price,Y,08/09/2014,01/01/1970,U
007-000001152,911,7,Department of Defense,Firm Fixed Price,Y,08/09/2014,01/01/1970,U
007-000001152,911,7,Department of Defense,Firm Fixed Price,Y,08/09/2014,01/01/1970,U
007-000001152,911,7,Department of Defense,Firm Fixed Price,Y,08/09/2014,01/01/1970,U
007-000001042,917,7,Department of Defense,,,,27/10/2012,
007-000001042,917,7,Department of Defense,,,,28/03/2013,
007-000001042,917,7,Department of Defense,,,,30/09/2013,
007-000001042,917,7,Department of Defense,,,,30/03/2013,
007-000001042,917,7,Department of Defense,,,,04/03/2015,
007-000001042,917,7,Department of Defense,,,,12/10/2014,
007-000001042,917,7,Department of Defense,,,,29/09/2014,
007-000001042,917,7,Department of Defense,,,,,
007-000001042,917,7,Department of Defense,,,,,
007-000001042,917,7,Department of Defense,,,,,
007-000001042,917,7,Department of Defense,,,,,
007-000001243,918,7,Department of Defense,,,,,
007-000001243,918,7,Department of Defense,,,,31/03/2015,
007-000001243,918,7,Department of Defense,,,,,
007-000001243,918,7,Department of Defense,,,,24/09/2014,
007-000001243,918,7,Department of Defense,,,,,
007-000001243,918,7,Department of Defense,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
006-000351100,925,6,Department of Commerce,,,,,
